Label,Furniture_Type,Image_File
"3,1,1 new sofa two tone ( f & l ) ",Sofa / living room item,1634021416982.jpg
lobby sofa (id-12) ,Sofa / living room item,1634021417346.jpg
wooden chair set with coffee table ,Sofa / living room item,1634021417576.jpg
table ,Table / chair,1634021417905.jpg
household furniture set ,Other,1634021418282.jpg
new foam mattress ,Bed / bedroom item,1634021418667.jpg
sofa set ,Sofa / living room item,1634021419015.jpg
spring mattress ,Bed / bedroom item,1634021419302.jpg
mahogany cupboard ,Storage,1634021419460.jpg
melamine computer table with cpu cupboard ,Table / chair,1634021419809.jpg
tv stand w setup cupboard ,TV / stereo,1634021420100.jpg
used sofa set ,Sofa / living room item,1634021420571.jpg
melamine book cupboard ,Storage,1634021420958.jpg
melamine o c cupboard 2 door ,Storage,1634021445494.jpg
used bed without mattress ,Bed / bedroom item,1634021445829.jpg
sofa set ,Sofa / living room item,1634021446020.jpg
antique chairs ,Antique / art,1634021446234.jpg
damro double bed ,Bed / bedroom item,1634021446422.jpg
veranda chairs set ,Table / chair,1634021446602.jpg
plastic door ,Other,1634021446879.jpg
stool ,Table / chair,1634021447034.jpg
teak wardrobe ,Storage,1634021447352.jpg
lobby chair set ,Sofa / living room item,1634021447537.jpg
computer chair ,Table / chair,1634021447717.jpg
office chair ,Table / chair,1634021448047.jpg
double bunker bed ,Bed / bedroom item,1634021448363.jpg
black display oc cupboard ,Sofa / living room item,1634021448536.jpg
fox spring mattress-60x72-fsm2530 ,Bed / bedroom item,1634021448883.jpg
new modern teak 72x60 bed with double layer mattress ,Bed / bedroom item,1634021449535.jpg
teak box bed--72x72--tbb2515 ,Bed / bedroom item,1634021449758.jpg
new modern teak box 72x48 double ,Bed / bedroom item,1634021450115.jpg
steel half office cupboard ,Storage,1634021450480.jpg
new modern teak 72x72 king ,Bed / bedroom item,1634021450825.jpg
sofa set with coffee table ,Sofa / living room item,1634021451124.jpg
modern teak box 72x60 queen ,Bed / bedroom item,1634021451342.jpg
new modern teak arch 72x36 single bed ,Bed / bedroom item,1634021451682.jpg
new modern teak 72x36 single box bed ,Bed / bedroom item,1634021451906.jpg
new kings star mattress ,Bed / bedroom item,1634021452147.jpg
new modern teak arch 72x60 queen bed ,Bed / bedroom item,1634021481113.jpg
new modern teak arch bed ,Bed / bedroom item,1634021481291.jpg
latex mattress - single size ,Bed / bedroom item,1634021481486.jpg
teak color pillows sofa stool---tcp2510 ,Sofa / living room item,1634021481769.jpg
teak color pillows sofa stool--tcp2508 ,Sofa / living room item,1634021482093.jpg
teak box model sofa & stool---tbm2540 ,Sofa / living room item,1634021482431.jpg
teak box model sofa stool---tbm2509 ,Sofa / living room item,1634021482610.jpg
teak katrina sofa & stool---tks2505 ,Sofa / living room item,1634021482797.jpg
teak katrina sofa & stool---tks2503 ,Sofa / living room item,1634021483123.jpg
sofa stool--tks2501 ,Sofa / living room item,1634021483510.jpg
piyestra f/hi-back office chair ,Table / chair,1634021483848.jpg
furniture set ,Other,1634021484056.jpg
piyestra l/back armless and arm computer chairs ,Table / chair,1634021484247.jpg
piyestra l/back arm computer chairs ,Table / chair,1634021484571.jpg
piyestra l/back armless computer chairs ,Table / chair,1634021484921.jpg
new melamine 3 door almary code 8667 ,Bed / bedroom item,1634021485248.jpg
depo teak heavy dining table with 6 chairs code 8669 ,Table / chair,1634021485777.jpg
depo teak 3 door display cupboard code 8665 ,Storage,1634021486132.jpg
depo teak 3 door display cupboard code 8664 ,Storage,1634021486311.jpg
teak sofa ,Sofa / living room item,1634021486704.jpg
sofa set with coffee table ,Sofa / living room item,1634021487073.jpg
sofa set ,Sofa / living room item,1634021487291.jpg
depo teak 3 door display cupboard code 86 ,Storage,1634021487492.jpg
l shape sofa ,Sofa / living room item,1634021487842.jpg
l shape sofa ,Sofa / living room item,1634021517415.jpg
modern imported pantry with granite counter. ,Storage,1634021517626.jpg
dark teak box bed & piyestra spring mettress 6 x5 / 025 ,Bed / bedroom item,1634021518035.jpg
dark teak box bed 6x6 / 025 ,Bed / bedroom item,1634021518219.jpg
new 6 x6 teak box bed large / 025 ,Bed / bedroom item,1634021518700.jpg
new large teak box bed 6x5 / 025 ,Bed / bedroom item,1634021519115.jpg
dark 6 x5 teak arch bed & hybrid mettress / 025 ,Bed / bedroom item,1634021519503.jpg
dark 6 x6 teak box bed spring mattress / 025 ,Bed / bedroom item,1634021519683.jpg
q/s modern melamine half cupboard ,Storage,1634021520006.jpg
dark 6 x4 teak box bed spring mattress / 025 ,Bed / bedroom item,1634021520335.jpg
new teak cupboard 6 x4 / 025 ,Bed / bedroom item,1634021520512.jpg
new teak arch bed 6x4 / 025 ,Bed / bedroom item,1634021520783.jpg
melamine book cupboard ,Storage,1634021521451.jpg
melamine dressing table new ,Bed / bedroom item,1634021521756.jpg
dark 6 x5 teak box bed d/l mattress / 025 ,Bed / bedroom item,1634021522097.jpg
dark 6x4 teak box bed & hybrid mettress / 025 ,Bed / bedroom item,1634021522618.jpg
dark teak box bed & hybrid mettress 6 x6 / 025 ,Bed / bedroom item,1634021522816.jpg
new coluor mdf tv stand / 025 ,TV / stereo,1634021523032.jpg
new coluor 6 x4 steel cupboard / 025 ,Bed / bedroom item,1634021523511.jpg
teak box bed w damro mattress ,Bed / bedroom item,1634021523701.jpg
new colour steell office cupboard / 025 ,Storage,1634021524047.jpg
writing table w cupboard ,Table / chair,1634021524400.jpg
mdf book cupboard s ,Storage,1634021524789.jpg
new colour dressing table / 025 ,Bed / bedroom item,1634021525092.jpg
new colour tv stand melamine / 025 ,Sofa / living room item,1634021525439.jpg
written table large 025 ,Table / chair,1634021562257.jpg
teak box bed 5x6 - tbb0101 ,Bed / bedroom item,1634021562598.jpg
imported m/f white gaming chairs ,Table / chair,1634021562927.jpg
new half dark q/s cupboards ,Bed / bedroom item,1634021563164.jpg
study tabel hi-rack 3.5x2 ,Table / chair,1634021563372.jpg
new teak verandha chairs ,Table / chair,1634021563713.jpg
sofa set ,Sofa / living room item,1634021564068.jpg
study table ,Table / chair,1634021564350.jpg
sofa set box ,Sofa / living room item,1634021564685.jpg
book cupboard large ,Storage,1634021564920.jpg
2 door oc cupboard ,Storage,1634021565318.jpg
steel cupboard 6 by 4 ,Storage,1634021565727.jpg
spring mattress 8'' ,Bed / bedroom item,1634021566088.jpg
melamine cupboard 2 door ,Bed / bedroom item,1634021566435.jpg
table with cupboard 4 by 2 ,Table / chair,1634021566622.jpg
3 door melamine o c cupboard ,Storage,1634021566967.jpg
8 seater teak dining table with chairs ,Table / chair,1634021567311.jpg
used office chairs and tables ,Table / chair,1634021567653.jpg
office chair ,Table / chair,1634021568043.jpg
à¶­à¶§à·à¶§à· à¶¯à·à¶à· à¶à¶¯à¶±à· ,Bed / bedroom item,1634021568386.jpg
new dinning table with 6 chairs -snp 7445 ,Table / chair,1634021568601.jpg
modern dinning table with 6 chairs -snp 8655 ,Table / chair,1634021568825.jpg
brand new dinning table with 6 chairs -sp 7776 ,Table / chair,1634021569031.jpg
brand new dinning table with 6 chairs -sp 7886 ,Table / chair,1634021569240.jpg
"new 48""x75"" teak bed -snp 8745 ",Bed / bedroom item,1634021569466.jpg
"new 72""x75"" king size teak bed -snp 8875 ",Bed / bedroom item,1634021600522.jpg
9ft long railway timber rustoc table ,Table / chair,1634021600736.jpg
car type bed ,Bed / bedroom item,1634021600943.jpg
teak wardrobe ,Bed / bedroom item,1634021601246.jpg
sofa set ,Sofa / living room item,1634021601426.jpg
l shape sofa set ,Sofa / living room item,1634021601785.jpg
sofa set ,Sofa / living room item,1634021602400.jpg
teak dining table ,Table / chair,1634021602577.jpg
foldable chair ,Table / chair,1634021602768.jpg
sofa cum bed ,Sofa / living room item,1634021603120.jpg
teak 2 door display cabinet code 8656 ,Sofa / living room item,1634021603313.jpg
dressing table ,Bed / bedroom item,1634021603493.jpg
dresser cupboard ,Bed / bedroom item,1634021603671.jpg
teak dining table with 6 chairs code 8652 ,Table / chair,1634021603854.jpg
dining table with 4 chairs code 8651 ,Table / chair,1634021604186.jpg
teak dressing table code 8650 ,Bed / bedroom item,1634021604533.jpg
depo teak heavy modern dining table and 6 chairs code 8648 ,Table / chair,1634021604766.jpg
teak bed with arpico hybrid mettres (5*6)code 8646 ,Bed / bedroom item,1634021605122.jpg
teak fabric sofa set with stone table code 8643 ,Sofa / living room item,1634021605328.jpg
depo teak modern bed with arpico hybrid mettres(6*6) code 8642 ,Bed / bedroom item,1634021605662.jpg
depo teak bed with fox 8 inch spring mattress (5*6)code 8641 ,Bed / bedroom item,1634021605863.jpg
depo teak heavy bed with fox 8 inch spring mattress (6*6)code 8640 ,Bed / bedroom item,1634021606082.jpg
wooden desks ,Table / chair,1634021606281.jpg
bed sheets ,Bed / bedroom item,1634021606922.jpg
sofa set 3+2+1 (id-609) ,Sofa / living room item,1634021636655.jpg
sofa set 3+2+1 (id-608) ,Sofa / living room item,1634021636947.jpg
bar chair ,Table / chair,1634021637197.jpg
3 2 1 new sofa set (id-607) ,Sofa / living room item,1634021637391.jpg
tv stand home used ,TV / stereo,1634021637671.jpg
teak dining table with 6 chairs code 8670 ,Table / chair,1634021638015.jpg
wooden desks ,Table / chair,1634021638353.jpg
"3,2,1 sofa set (id-607) ",Sofa / living room item,1634021638649.jpg
sofa set 3 2 1 (id-606) ,Sofa / living room item,1634021638991.jpg
depo teak heavy modern fabric sofa set with stone table code 8639 ,Sofa / living room item,1634021639379.jpg
corner sofa ,Sofa / living room item,1634021639750.jpg
sofa set 3 1 (id-301) ,Sofa / living room item,1634021640175.jpg
barstool with bar table ,Table / chair,1634021640509.jpg
"3,1,1 new sofa set (im-300) ",Sofa / living room item,1634021640877.jpg
corner sofa set ,Sofa / living room item,1634021641227.jpg
office chair adjustable - 5001 ,Table / chair,1634021641617.jpg
"3,2,1 teak sofa ",Sofa / living room item,1634021642020.jpg
depo teak heavy modern box sofa set with stone table code 8637 ,Sofa / living room item,1634021642259.jpg
depo teak large komadu fabric sofa set with stone table code 8636 ,Sofa / living room item,1634021643066.jpg
teak heavy fabric sofa set with stone table code 8632 ,Sofa / living room item,1634021643455.jpg
teak heavy box sofa set with stone table code 8631 ,Sofa / living room item,1634021643775.jpg
4seater black eggy imported dining set ,Table / chair,1634021644139.jpg
teak almirah 2 door ,Bed / bedroom item,1634021644498.jpg
fabric sofa 3+1+1 ,Sofa / living room item,1634021644851.jpg
alfa cupboard ,Storage,1634021645320.jpg
teak wood bed 6x3 ,Bed / bedroom item,1634021677844.jpg
computer table ,Table / chair,1634021678082.jpg
6pcs daxer drawer sets ,Storage,1634021678316.jpg
6*3ft steel storage racks ,Storage,1634021678717.jpg
3*2ft image melamine office tables ,Table / chair,1634021678976.jpg
image modern telephone stands ,Storage,1634021679333.jpg
image new office + multi cupboards ,Storage,1634021679786.jpg
dressing table ,Bed / bedroom item,1634021679986.jpg
modern 2d neo wardrobe ,Bed / bedroom item,1634021680343.jpg
wardrobe single door ,Bed / bedroom item,1634021680536.jpg
sofa cover combo set (1+2+3) ,Sofa / living room item,1634021680763.jpg
teak 2 door wardrobe almirah ,Bed / bedroom item,1634021680947.jpg
tv stand ,Sofa / living room item,1634021681340.jpg
fire proof safe ,Storage,1634021681729.jpg
sofa couch ,Sofa / living room item,1634021681932.jpg
antique pettagama ,Antique / art,1634021682362.jpg
sofa set 3+1+1 ,Sofa / living room item,1634021682576.jpg
teak bedroom set ,Other,1634021682912.jpg
2 door melamine o c cupboard ,Storage,1634021683245.jpg
2 door cupboard ,Storage,1634021683621.jpg
2 door almirah & tv stand ,Other,1634021683954.jpg
steel bed ,Bed / bedroom item,1634021684314.jpg
teak xtralarge dressing table--txl3101 ,Table / chair,1634021684672.jpg
chair cover ,Table / chair,1634021685061.jpg
antique wooden sofa ,Antique / art,1634021715664.jpg
reception table ,Table / chair,1634021715836.jpg
fabric stool ,Table / chair,1634021716043.jpg
sofa set ,Sofa / living room item,1634021716422.jpg
"3,1,1 sofa set (im-215) ",Sofa / living room item,1634021716778.jpg
low back chair ,Table / chair,1634021717118.jpg
imported high back chair ,Table / chair,1634021717404.jpg
mesh chair ,Table / chair,1634021717629.jpg
new office chair ( im-001) ,Table / chair,1634021718116.jpg
bedrooms items ,Bed / bedroom item,1634021718318.jpg
6*2.5 steel beds ,Bed / bedroom item,1634021718666.jpg
teak sofa set ,Sofa / living room item,1634021718900.jpg
modern sofa -snp 88567 ,Sofa / living room item,1634021719258.jpg
modern box sofa set -snp 7887 ,Sofa / living room item,1634021719653.jpg
latest dinning table with 6 chairs -snp 7875 ,Table / chair,1634021720025.jpg
new dinning table with 6 chairs -snp 7387 ,Table / chair,1634021720284.jpg
new dinning table with 6 chairs -snp 9987 ,Table / chair,1634021720544.jpg
modern dinning table set -snp 9645 ,Table / chair,1634021720857.jpg
new dinning table with 6 chairs -snp 7077 ,Table / chair,1634021721173.jpg
brand new dinning table with 6 chairs -snp 7878 ,Table / chair,1634021721398.jpg
"new 72""x75"" king size teak bed -snp 8855 ",Bed / bedroom item,1634021721696.jpg
"latest 72""x75"" king size teak bed - snp 6767 ",Bed / bedroom item,1634021721898.jpg
"latest 72""x75"" king size cushion bed -snp 8865 ",Bed / bedroom item,1634021722293.jpg
"latest 72""x75"" king size teak bed -snp 8865 ",Bed / bedroom item,1634021722497.jpg
teak bed with fox spring mattress--5x6--tbf2510 ,Bed / bedroom item,1634021722816.jpg
office furniture ,Table / chair,1634021751515.jpg
imported red-stitch bk-adjustable chair ,Table / chair,1634021751688.jpg
new hi-rk 3.5x2ft study table ,Table / chair,1634021751862.jpg
imported fully multi-functional gaming chairs ,Table / chair,1634021752232.jpg
depo teak queen size bedroom set package - qsbp1061 ,Bed / bedroom item,1634021752454.jpg
dressing table ,Bed / bedroom item,1634021752796.jpg
teak heavy modern dining table 6 chairs code 8560 ,Table / chair,1634021752956.jpg
teak heavy 3 door based almary code 8571 ,Bed / bedroom item,1634021753315.jpg
depo teak heavy modern 2 door based almary code 8604 ,Storage,1634021753747.jpg
depo teak heavy 2 door based almary code 8605 ,Storage,1634021754116.jpg
depo teak heavy modern 2 door based almary code 8607 ,Storage,1634021754451.jpg
malamine 3 door almary code 8614 ,Storage,1634021754776.jpg
malamine 2 door almary code 8615 ,Storage,1634021755134.jpg
teak heavy modern bed (6*6)code 8618 ,Bed / bedroom item,1634021755460.jpg
cashier table ,Table / chair,1634021755657.jpg
teak heavy modern dining table 6 chairs (code 8620) ,Table / chair,1634021755841.jpg
teak heavy modern dining table 6 chairs (code 8621) ,Table / chair,1634021756216.jpg
glass door - 12 mm ,Other,1634021756561.jpg
depo teak heavy modern dining table 6 chairs (code 8623) ,Table / chair,1634021756890.jpg
bed sheets ,Bed / bedroom item,1634021757270.jpg
teak diwan couch ,Sofa / living room item,1634021757492.jpg
folding laptop reading table ,Bed / bedroom item,1634021757803.jpg
new sofa set - id-600 ,Sofa / living room item,1634021757972.jpg
wooden table (white) & chairs---3x3--wtw2440 ,Table / chair,1634021758327.jpg
teak dining table with box 6 chairs - tdtc2729 ,Table / chair,1634021758698.jpg
teak katrina sofa with stool -tks2424 ,Sofa / living room item,1634021789936.jpg
teak katrina sofa with stool - tks2422 ,Sofa / living room item,1634021790316.jpg
teak katrina sofa with stool--tks2420 ,Sofa / living room item,1634021790747.jpg
japanese bonded form mattress -72x72 - jbf2418 ,Bed / bedroom item,1634021791076.jpg
chest of drawer ,Antique / art,1634021791423.jpg
japanese bonded form mattress--60x72--jbf2414 ,Bed / bedroom item,1634021791611.jpg
office chair ( ch-1001) ,Table / chair,1634021791870.jpg
new teak modern dressing table ,Bed / bedroom item,1634021792202.jpg
teak large melon sofa stool---tlm2410 ,Sofa / living room item,1634021792622.jpg
10 cube diy plastic storage cabinet ,Bed / bedroom item,1634021793059.jpg
